id;name;address;zip;city_hotel;cc1;ufi;class;currencycode;minrate;maxrate;preferred;nr_rooms;public_ranking;hotel_url;city_unique;city_preferred;review_score;review_nr;;;;;;;;;;;;;;;;;
1928461;Nika Hostel;Piazza di San Giovanni in Laterano 36;185;Roma;it;-126693;0;EUR;16;;;5;1;http://www.mishoteles.com/hotel/it/nika-hostel.html;rome;Roma;1;1;;;;;;;;;;;;;;;;;
2031765;Sotto il portico;Via Po 27;10124;Turin;it;-130938;0;EUR;120;;;1;1;http://www.mishoteles.com/hotel/it/sotto-il-portico.html;torino;Turin;1;1;;;;;;;;;;;;;;;;;
1927619;La Dolce Vita;18, rue Saint James;46000;Cahors;fr;-1416126;0;EUR;94;;;1;1;http://www.mishoteles.com/hotel/fr/la-dolce-vita-cahors.html;cahors;Cahors;1;1;;;;;;;;;;;;;;;;;
2027527;Apartment on Kosmonavtov 16;улица космонавтов 16 кв.78;414057;Astrakhan;ru;-2880021;0;RUB;1500;;;1;1;http://www.mishoteles.com/hotel/ru/apartment-on-kosmonavtov-16.html;astrakhan-ru;Astrakhan;1;1;;;;;;;;;;;;;;;;;
1988125;La Scaletta;Via del Forno 6;60;Formello;it;-117794;0;EUR;56;;;1;1;http://www.mishoteles.com/hotel/it/la-scaletta-formello.html;formello;Formello;1;1;;;;;;;;;;;;;;;;;
1977688;Krasstalker Apartment on Severnyy Proezd 9;9 Severnyy proyezd;660037;Krasnoyarsk;ru;-2936665;0;RUB;2000;;;1;1;http://www.mishoteles.com/hotel/ru/apartment-on-severnyy-proezd-9.html;krasnoyarsk;Krasnoyarsk;1;1;;;;;;;;;;;;;;;;;
1961845;Ferienwohnung Gemünden;Amselweg 1;55490;Gemunden;de;-1775317;0;EUR;40;;;1;1;http://www.mishoteles.com/hotel/de/ferienwohnung-gemunden.html;gemunden-de;Gemünden;1;1;;;;;;;;;;;;;;;;;
1961661;Beaubourg Apartment - Marais;Rue Quincampoix;75004;Paris;fr;-1456928;0;EUR;130;;;1;1;http://www.mishoteles.com/hotel/fr/beaubourg-apartment-paris.html;paris;Paris;1;1;;;;;;;;;;;;;;;;;
2000960;Appartements Weisses Rössl;Sillian 15;9920;Sillian;at;-1991786;0;EUR;44;;;6;1;http://www.mishoteles.com/hotel/at/appartements-weisses-rossl-sillian.html;sillian;Sillian;1;1;;;;;;;;;;;;;;;;;
2042954;Le clos des mûriers;1365 Rue des Verts Bois;76550;Hautot-sur-Mer;fr;-1431706;0;EUR;65;;;3;1;http://www.mishoteles.com/hotel/fr/le-clos-des-muriers.html;hautot-sur-mer;Hautot-sur-Mer;1;1;;;;;;;;;;;;;;;;;
1939413;The Yellow House B&B;7 Littlegreen Road Woodthorpe;NG5 4LE;Nottingham;gb;-2604469;4;GBP;50;;;1;1;http://www.mishoteles.com/hotel/gb/the-yellow-house-b-amp-b.html;nottingham;Nottingham;1;1;;;;;;;;;;;;;;;;;
1996434;Casa Elisa;Via Giovanna Seccamani 15;25070;Anfo;it;-110415;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/it/casa-elisa-anfo.html;anfo;Anfo;1;1;;;;;;;;;;;;;;;;;
1987712;Les Grillons;17 Chemin du Morsalaz;1660;Chateau-d'Oex;ch;-2551586;0;CHF;191.8375;;;1;1;http://www.mishoteles.com/hotel/ch/les-grillons.html;chateau-d-oex;Chateau-d'Oex;1;1;;;;;;;;;;;;;;;;;
2029815;Vipimmoble;Carretra de Ribes 5 Guardiola de Bergueda 1-1;8694;Guardiola de Berga;es;-384738;0;EUR;60;;;2;1;http://www.mishoteles.com/hotel/es/vipimmoble.html;guardiola-de-berga;Guardiola de Berga;1;1;;;;;;;;;;;;;;;;;
2006959;August;Trnovka 29;44317;Popovača;hr;-92720;4;EUR;45;;;4;1;http://www.mishoteles.com/hotel/hr/august.html;popovaca;Popovača;1;1;;;;;;;;;;;;;;;;;
2042144;From Trastevere with Love;Via Natale del Grande, 8;153;Roma;it;-126693;0;EUR;98;;;1;1;http://www.mishoteles.com/hotel/it/from-trastevere-with-love.html;rome;Roma;1;1;;;;;;;;;;;;;;;;;
2027382;Apartments-Lloretholiday-SaBoadella;Avinguda Boadella h. 8-42;17310;Lloret de Mar;es;-389487;0;EUR;140;;;4;1;http://www.mishoteles.com/hotel/es/apartments-lloretholiday-saboadella.html;lloret-de-mar;Lloret de Mar;1;1;;;;;;;;;;;;;;;;;
1943703;Apartments na 70 let Oktyabrya;70 лет октября, дом 22, кв.22;350000;Krasnodar;ru;-2936262;0;RUB;2200;;;2;1;http://www.mishoteles.com/hotel/ru/apartments-na-20-let-oktyabrya.html;krasnodar;Krasnodar;1;1;;;;;;;;;;;;;;;;;
2014185;Guest House Vila Horizont;Goč;36210;Goč;rs;-80830;0;EUR;35;;;6;1;http://www.mishoteles.com/hotel/rs/vila-horizont-goc1.html;goc;Goč;1;1;;;;;;;;;;;;;;;;;
1940392;Beautiful Summerhouse;Dynskógar 10;810;Hveragerði;is;-2647709;0;EUR;110;;;1;1;http://www.mishoteles.com/hotel/is/beautiful-summerhouse.html;hveragerdi;Hveragerði;1;1;;;;;;;;;;;;;;;;;
2007010;Guest house Magnolia;Pavlika Morozova str.  69/1;354340;Adler;ru;-2874290;0;RUB;1100;;;11;1;http://www.mishoteles.com/hotel/ru/guest-house-magnolia-adler.html;adler;Adler;1;1;;;;;;;;;;;;;;;;;
1977360;Cliffe Avenue- Serviced Accommodation;23 Cliffe Avenue, Hamble;SO31 4LH;Southampton;gb;-2598037;0;GBP;;;;1;1;http://www.mishoteles.com/hotel/gb/cliffe-avenue-serviced-accommodation.html;hamble;Hamble;1;1;;;;;;;;;;;;;;;;;
1965704;Apartment on Krasniy pr.;Красный проспекст 179/1 кв.21;630004;Novosibirsk;ru;-2970528;0;RUB;1800;;;1;1;http://www.mishoteles.com/hotel/ru/apartment-on-krasniy-pr.html;novosibirsk;Novosibirsk;1;1;;;;;;;;;;;;;;;;;
2016881;Casa Taparita;Contrada Piano di Tresca;90041;Balestrate;it;-111134;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/it/casa-taparita-balestrate.html;balestrate;Balestrate;1;1;;;;;;;;;;;;;;;;;
1948507;Gimonida Vendégház;Kossuth u.75.;3886;Korlát;hu;-859234;0;EUR;25;;;3;1;http://www.mishoteles.com/hotel/hu/gimonida-vendeghaz.html;korlat;Korlát;1;1;;;;;;;;;;;;;;;;;
2026750;Guest House on the bank of the Lake Baikal;улица Озерная, дом 1;665930;Baykalsk;ru;-2883189;0;RUB;500;;;10;1;http://www.mishoteles.com/hotel/ru/guest-house-on-the-bank-of-the-lake-baikal.html;baykalsk;Baykalsk;1;1;;;;;;;;;;;;;;;;;
2001455;Maria Apartamento;Avenida 25 abril e rua S.Gonçalo de lagos Appartement 415 EDIFICIO ALBUFEIRA;8200-014;Albufeira;pt;-2157420;0;EUR;69;;;1;1;http://www.mishoteles.com/hotel/pt/maria-apartamento.html;albufeira;Albufeira;1;1;;;;;;;;;;;;;;;;;
1994060;Apartamenty TATRA Zakopane;ul. Rysulówka 142;34-500;Zakopane;pl;-538221;0;PLN;219;;;2;1;http://www.mishoteles.com/hotel/pl/apartamenty-tatra-zakopane.html;zakopane;Zakopane;1;1;;;;;;;;;;;;;;;;;
1945785;Patna Sreshta Motel;Mainroad 79 Ruse-Varna;7200;Razgrad;bg;-837798;0;EUR;25;;;7;1;http://www.mishoteles.com/hotel/bg/patna-sreshta-motel.html;razgrad;Razgrad;1;1;;;;;;;;;;;;;;;;;
1947972;Apartments Maya;Augusta Šenoe 12;23210;Biograd na Moru;hr;-75150;3;EUR;70;;;2;1;http://www.mishoteles.com/hotel/hr/apartments-maya-biograd-na-moru.html;biograd-na-moru;Biograd na Moru;1;1;;;;;;;;;;;;;;;;;
1973463;Holiday Home Chastnoe Domovladenie;Ul Moskovskaya 24 korp 2;152021;Pereslavl-Zalesskiy;ru;-2979931;0;RUB;5800;;;1;1;http://www.mishoteles.com/hotel/ru/holiday-home-chastnoe-domovladenie.html;pereslavl-zalesskiy;Pereslavl-Zalesskiy;1;1;;;;;;;;;;;;;;;;;
1977266;Dancing in the Moonlight;Garay utca 13.;1076;Budapest;hu;-850553;0;EUR;39.5;;;4;1;http://www.mishoteles.com/hotel/hu/dancing-in-the-moonlight.html;budapest;Budapest;1;1;;;;;;;;;;;;;;;;;
2035620;Villa Mouans-Sartoux;;6370;Mouans-Sartoux;fr;-1453848;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/fr/villa-mouans-sartoux-mouans-sartoux.html;mouans-sartoux;Mouans-Sartoux;1;1;;;;;;;;;;;;;;;;;
1975637;Holiday Home Øksemosevej;;5450;Otterup;dk;-2748714;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-oksemosevej.html;otterup;Otterup;1;1;;;;;;;;;;;;;;;;;
1976047;Holiday Home Havbovej;;7700;Thisted;dk;-2747855;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-havbovej-thisted.html;norre-vorupor;Nørre Vorupør;1;1;;;;;;;;;;;;;;;;;
2007720;Apartamento Madeira;Rua Teófilo Braga nº 9A - 1º;2450-065;Nazaré;pt;-2170637;0;EUR;45;;;1;1;http://www.mishoteles.com/hotel/pt/apartamento-madeira.html;nazare;Nazaré;1;1;;;;;;;;;;;;;;;;;
1967718;Mini-hotel Platan;Kabardinsky pereulok 1;353480;Kabardinka;ru;-2908421;0;RUB;;;;11;1;http://www.mishoteles.com/hotel/ru/mini-platan.html;gelendzhik;Gelendzhik;1;1;;;;;;;;;;;;;;;;;
1976038;Holiday Home Annettevej;;8500;Grenaa;dk;-2740722;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-annettevej-grenaa.html;brondstrup;Brøndstrup;1;1;;;;;;;;;;;;;;;;;
2034129;Holiday home Residence Alpinea;;73550;Meribel-Mottaret;fr;-1451016;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/fr/holiday-home-residence-alpinea.html;meribel;Méribel;1;1;;;;;;;;;;;;;;;;;
2034335;Holiday home Gite Kimske;;6987;Marcourt;be;-1964708;0;EUR;284;;;1;1;http://www.mishoteles.com/hotel/be/holiday-home-gite-kimske.html;marcourt;Marcourt;1;1;;;;;;;;;;;;;;;;;
1992494;Apartment Maria Zambrano;Calle La union 25, apartment 4B;29006;Málaga;es;-390787;0;EUR;36;;;1;1;http://www.mishoteles.com/hotel/es/apartment-maria-zambrano.html;malaga;Málaga;1;1;;;;;;;;;;;;;;;;;
1986208;City Rent Apartment on Derzhinskogo 8;8 ulitsa Dzerzhinskogo;680020;Khabarovsk;ru;-2924116;0;RUB;2200;;;1;1;http://www.mishoteles.com/hotel/ru/apartment-on-derzhinskogo-8.html;khabarovsk;Khabarovsk;1;1;;;;;;;;;;;;;;;;;
2040841;Bradbourne street;2 1/2 Bradbourne street;SW6 3TE;London;gb;-2601889;0;GBP;;;;1;1;http://www.mishoteles.com/hotel/gb/bradbourne-street.html;london;London;1;1;;;;;;;;;;;;;;;;;
1985512;Centrum Apartments Dlouha;25 Dlouhá;110 00;Prague;cz;-553173;4;EUR;40;;;1;1;http://www.mishoteles.com/hotel/cz/centrum-apartments-dlouha.html;prague;Prague;1;1;;;;;;;;;;;;;;;;;
1932187;Maison de la Courtellerie;19 Chemin de la Courtellerie;50110;Bretteville;fr;-1415095;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/fr/maison-de-la-courtellerie.html;bretteville-fr;Bretteville;1;1;;;;;;;;;;;;;;;;;
1962934;1st Floor Köln 2;Yorckstraße 1;50733;Köln;de;-1810561;0;EUR;89.1;;;4;1;http://www.mishoteles.com/hotel/de/1st-floor-koln-ii.html;cologne;Köln;1;1;;;;;;;;;;;;;;;;;
1933818;Casa Glória;Rua casal pianos 18 - Magoito;2705-753;Sintra;pt;-2162117;0;EUR;50;;;1;1;http://www.mishoteles.com/hotel/pt/casa-gloria-sintra.html;casal-de-pianos;Casal de Pianos;1;1;;;;;;;;;;;;;;;;;
2033482;Holiday home Landhuis Polderzicht;;1711RZ;Hensbroek;nl;-2145909;0;EUR;519.5;;;1;1;http://www.mishoteles.com/hotel/nl/holiday-home-landhuis-polderzicht.html;hensbroek;Hensbroek;1;1;;;;;;;;;;;;;;;;;
1969449;Ismail street apartment;Strada Ismail 84;2068;Chisinau;md;-2276223;0;MDL;650;;;1;1;http://www.mishoteles.com/hotel/md/ismail-strada-apartment.html;chisinau;Chişinău;1;1;;;;;;;;;;;;;;;;;
2027205;Apartamento Baqueira 1700 IV;Carretera de Beret, s/n;25598;Baqueira-Beret;es;-406600;0;EUR;400.5;;;1;1;http://www.mishoteles.com/hotel/es/apartamento-baqueira-1700-iv-baqueira-beret.html;baqueira-beret;Baqueira-Beret;1;1;;;;;;;;;;;;;;;;;
1961897;Chambres Le Domaine;Au Pairon 65;4831;Bilstain;be;-1954477;0;EUR;75;;;6;1;http://www.mishoteles.com/hotel/be/le-domaine.html;bilstain;Bilstain;1;1;;;;;;;;;;;;;;;;;
1979714;B&B Diana;Viale Pietro Pietramellara, 27;40121;Bologna;it;-111742;0;EUR;50;;;1;1;http://www.mishoteles.com/hotel/it/b-amp-b-diana-bologna.html;bologna;Bologna;1;1;;;;;;;;;;;;;;;;;
1935229;Guest House Neapolis;Via Salso 24;96100;Siracusa;it;-129785;0;EUR;34.5;;;1;1;http://www.mishoteles.com/hotel/it/guest-house-neapolis.html;siracusa;Siracusa;1;1;;;;;;;;;;;;;;;;;
2036342;Villa Klara Apartments;Ulica Tri ceste 12;21320;Baška Voda;hr;-74573;3;EUR;;;;5;1;http://www.mishoteles.com/hotel/hr/villa-klara-apartments.html;baska-voda;Baška Voda;1;1;;;;;;;;;;;;;;;;;
1928375;Studio on Kopernyka street;Kopernyka street 47;79000;Lviv;ua;-1045268;0;UAH;760;;;1;1;http://www.mishoteles.com/hotel/ua/studio-on-kopernika-street.html;lviv;Lviv;1;1;;;;;;;;;;;;;;;;;
2039108;Sunflower Apartment-Free WiFi;Estrada João Gonçalves Zarco;9125-018;Caniço;pt;-2161203;0;EUR;41;;;1;1;http://www.mishoteles.com/hotel/pt/sunflower-apartment-free-wifi.html;canico;Caniço;1;1;;;;;;;;;;;;;;;;;
2032766;Holiday home Het Zwaluwnest I;;31860;Emmerthal;de;-1766168;0;EUR;83.5;;;1;1;http://www.mishoteles.com/hotel/de/holiday-home-het-zwaluwnest-i.html;emmerthal;Emmerthal;1;1;;;;;;;;;;;;;;;;;
1927688;Villa Bachelet;Via Bachelet 3;1020;Bomarzo;it;-111762;0;EUR;80;;;1;1;http://www.mishoteles.com/hotel/it/villa-bachelet.html;bomarzo;Bomarzo;1;1;;;;;;;;;;;;;;;;;
1975171;Holiday Home Paradiset II;;5970;Ærøskøbing;dk;-2739051;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-paradiset-ii.html;aeroskobing;Ærøskøbing;1;1;;;;;;;;;;;;;;;;;
1940031;Priçosa;Carrer de la Força, 23, 1-3;17004;Girona;es;-383956;0;EUR;80;;;1;1;http://www.mishoteles.com/hotel/es/pricosa.html;gerona;Girona;1;1;;;;;;;;;;;;;;;;;
1992063;Villa Sofiya;ul. Pchelovodov, 30;354392;Krasnaya Polyana;ru;-2935951;0;RUB;20000;;;1;1;http://www.mishoteles.com/hotel/ru/villa-sofiya.html;krasnaya-polyana;Krasnaya Polyana;1;1;;;;;;;;;;;;;;;;;
2018115;Apartment Grgas-Tucilo;44 Obala palih boraca;22030;Zablaće;hr;-101429;3;EUR;45;;;4;1;http://www.mishoteles.com/hotel/hr/apartment-grgas-tucilo.html;zablace;Zablaće;1;1;;;;;;;;;;;;;;;;;
1963238;Carreiro House;Rua Nova da Misericordia 18;9500-336;Ponta Delgada;pt;-2172835;0;EUR;25;;;1;1;http://www.mishoteles.com/hotel/pt/carreiro-house.html;ponta-delgada-azores;Ponta Delgada;1;1;;;;;;;;;;;;;;;;;
2009698;Derby Court;20 Derby Road;FY1 2JF;Blackpool;gb;-2590134;3;GBP;60;;;3;1;http://www.mishoteles.com/hotel/gb/derby-court.html;blackpool;Blackpool;1;1;;;;;;;;;;;;;;;;;
1928321;The Street Head Inn;Newbiggin in Bishopdale Leyburn;DL8 3TE;West Burton;gb;-2611184;4;GBP;51;;;5;1;http://www.mishoteles.com/hotel/gb/the-street-head-inn.html;west-burton;West Burton;1;1;;;;;;;;;;;;;;;;;
1947481;Sosnovaya Roscha;ulitsa Dobrolyubova, 1;353465;Gelendzhik;ru;-2908421;0;RUB;1000;;;4;1;http://www.mishoteles.com/hotel/ru/sosnovaya-roscha-gelendzhik.html;gelendzhik;Gelendzhik;1;1;;;;;;;;;;;;;;;;;
2045739;Casa Conxa;Miguel Monzó, 8 - Valencia;46120;Alboraya;es;-369721;0;EUR;45;;;1;1;http://www.mishoteles.com/hotel/es/casa-conxa.html;alboraia-valencia;Alboraya;1;1;;;;;;;;;;;;;;;;;
1966658;Central Apartment on Pekarska;Pekarska Street 28;79008;Lviv;ua;-1045268;0;UAH;360;;;1;1;http://www.mishoteles.com/hotel/ua/central-apartment-on-pekarska.html;lviv;Lviv;1;1;;;;;;;;;;;;;;;;;
1973498;Apartamentos Inizia-Neptuno;Avda.Central 14;12594;Oropesa del Mar;es;-394739;0;EUR;60;;;1;1;http://www.mishoteles.com/hotel/es/apartamentos-inizia-neptuno.html;oropesa;Oropesa del Mar;1;1;;;;;;;;;;;;;;;;;
1988851;Le Terrazze di Costa;Strada Nuova per Oro snc;23822;Bellano;it;-111398;0;EUR;140;;;1;1;http://www.mishoteles.com/hotel/it/le-terrazze-di-costa.html;bellano;Bellano;1;1;;;;;;;;;;;;;;;;;
1941594;Kristina Guest Room;Mamayka, 72nd km, Bldg 42;354000;Sochi;ru;-3006514;0;RUB;800;;;2;1;http://www.mishoteles.com/hotel/ru/apartment-kristina.html;sochi;Sochi;1;1;;;;;;;;;;;;;;;;;
1931257;Habitans;Via Santa Caterina, s.c.;75024;Montescaglioso;it;-122517;0;EUR;53;;;1;1;http://www.mishoteles.com/hotel/it/habitans.html;montescaglioso;Montescaglioso;1;1;;;;;;;;;;;;;;;;;
1976606;Holiday Home Hedevang II;;6830;Nørre Nebel;dk;-2747783;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-hedevang-ii.html;norre-nebel;Nørre Nebel;1;1;;;;;;;;;;;;;;;;;
1971016;Star 8 Apartments at Bolshaya Pereyaslavskaya;Pereyaslavskaya Bolshaya ulitsa 52;129110;Moscow;ru;-2960561;0;RUB;2400;;;1;1;http://www.mishoteles.com/hotel/ru/star-8-apartments-at-bolshaya-pereyaslavskaya.html;moscow;Moscow;1;1;;;;;;;;;;;;;;;;;
2027248;Altstadtherz;Mannheimerstrasse 38;55545;Bad Kreuznach;de;-1743172;0;EUR;65;;;1;1;http://www.mishoteles.com/hotel/de/altstadtherz.html;bad-kreuznach;Bad Kreuznach;1;1;;;;;;;;;;;;;;;;;
1931781;Mayak;Primorskaya Street 43;67772;Zatoka;ua;-1060312;0;UAH;1200;;;30;1;http://www.mishoteles.com/hotel/ua/mayak-zatoka.html;zatoka;Zatoka;1;1;;;;;;;;;;;;;;;;;
1975163;Holiday Home Paradiset III;;5970;Ærøskøbing;dk;-2739051;0;DKK;557.3333333333;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-paradiset-iii.html;aeroskobing;Ærøskøbing;1;1;;;;;;;;;;;;;;;;;
1958418;Villamercedes Paradise;carretera a ledesma 29 Villamayor;37185;Villamayor;es;-407827;0;EUR;290;;;1;1;http://www.mishoteles.com/hotel/es/villamercedes-paradise.html;villamayor;Villamayor;1;1;;;;;;;;;;;;;;;;;
1966820;Tatralandia apartment;Ráztocká 21 Holiday Village, Apartmán 329;031 05;Liptovský Mikuláš;sk;-843739;0;EUR;68;;;1;1;http://www.mishoteles.com/hotel/sk/tatralandia-apartment.html;liptovsky-mikulas;Liptovský Mikuláš;1;1;;;;;;;;;;;;;;;;;
1997586;Zwanzig;32 Reginenstraße;70597;Stuttgart;de;-1871728;0;EUR;300;;;3;1;http://www.mishoteles.com/hotel/de/zwanzig.html;stuttgart;Stuttgart;1;1;;;;;;;;;;;;;;;;;
1962115;Guest House Zhar Ptitsa;Nizhnie Iziverki,Ulitsa Dachnaya 42;612960;Batym;ru;-2882986;0;RUB;5000;;;1;1;http://www.mishoteles.com/hotel/ru/guest-house-zhar-ptitsa.html;batym;Batym;1;1;;;;;;;;;;;;;;;;;
2024474;"Baza otdyha ""Konni""";Д. Ерофейка Вологодская область, д. ерофейка;160548;Sosnovka;ru;-3008180;0;RUB;3000;;;3;1;http://www.mishoteles.com/hotel/ru/baza-otdyha-quot-konni-quot.html;sosnovka-ru-3;Sosnovka;1;1;;;;;;;;;;;;;;;;;
2029409;Apartment on Vasilisy Kozhinoy 16;Ulitsa Vasilisy Kozhinoy 16, Bldg. 3;121096;Moscow;ru;-2960561;0;RUB;4000;;;1;1;http://www.mishoteles.com/hotel/ru/apartment-on-vasilisy-kozhinoy-16.html;moscow;Moscow;1;1;;;;;;;;;;;;;;;;;
1977563;Apartment Melisa;Ulica Giovanni Petris 6a;52216;Galižana;hr;-80512;3;EUR;;;;1;1;http://www.mishoteles.com/hotel/hr/apartment-melisa-galizana.html;galizana;Galižana;1;1;;;;;;;;;;;;;;;;;
2011087;CABO | 36, Lisbon Center Apartment;Rua do Cabo, 36 2º andar;1250-096;Lisboa;pt;-2167973;0;EUR;95;;;1;1;http://www.mishoteles.com/hotel/pt/lisbon-center-apartment-lisboa.html;lisbon;Lisboa;1;1;;;;;;;;;;;;;;;;;
1932159;Maison Bourbonnais;11 Les Ravineaux;36360;Faverolles;fr;-1426465;0;EUR;234.6057142857;;;1;1;http://www.mishoteles.com/hotel/fr/maison-bourbonnais.html;faverolles-fr-1;Faverolles;1;1;;;;;;;;;;;;;;;;;
1980421;Netos Terrace Apartment;Rua dos Netos 57, 1F - Sé;9000-084;Funchal;pt;-2166199;0;EUR;71;;;1;1;http://www.mishoteles.com/hotel/pt/netos-terrace-apartment.html;funchal;Funchal;1;1;;;;;;;;;;;;;;;;;
1949985;House on Ashiq Cuma street 8;Ashiq Cuma street 8;AZ5506;Sheki;az;-2708296;0;AZN;17.1;;;2;1;http://www.mishoteles.com/hotel/az/house-on-ashiq-cuma-street-11.html;ski;Sheki;1;1;;;;;;;;;;;;;;;;;
2033603;Nice promenade des Anglais;4 BIS RUE ST PHILIPPE 06000 NICE;6000;Nice;fr;-1454990;0;EUR;30;;;1;1;http://www.mishoteles.com/hotel/fr/nice-promenade-des-anglais-nice2.html;nice;Nice;1;1;;;;;;;;;;;;;;;;;
1974817;Holiday Home Harvigs;;9560;Hadsund;dk;-2743349;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-harvigs.html;haslevgarde;Haslevgårde;1;1;;;;;;;;;;;;;;;;;
2009185;Villa Luisa Casa Vacanze;Via del Passerotto S.n.c.;97100;Punta Braccetto;it;900039401;0;EUR;39;;;1;1;http://www.mishoteles.com/hotel/it/villa-luisa-casa-vacanze-punta-braccetto.html;punta-braccetto;Punta Braccetto;1;1;;;;;;;;;;;;;;;;;
2013289;Joli Studio Avec Jardinet;Résidence Belle Fontaine 16a Avenue de la Trillade;84000;Avignon;fr;-1409631;0;EUR;65;;;1;1;http://www.mishoteles.com/hotel/fr/joli-studio-avec-jardinet.html;avignon;Avignon;1;1;;;;;;;;;;;;;;;;;
1931591;Yali Otel;Kuşadası Seferihisar Yolu Cad. no:118 Seferihisar  İzmir;35465;Doğanbey;tr;-746594;0;EUR;35;;;8;1;http://www.mishoteles.com/hotel/tr/yali-otel-doganbey.html;doganbey-tr;Doğanbey;1;1;;;;;;;;;;;;;;;;;
1968638;Apartment on Komendantskiy 21k1;Komendantskiy prospekt 21к1, kv.189;197371;Saint Petersburg;ru;-2996338;0;RUB;3500;;;1;1;http://www.mishoteles.com/hotel/ru/apartment-on-komendantskiy-21k1.html;saint-petersburg;Saint Petersburg;1;1;;;;;;;;;;;;;;;;;
1963031;Apartment Kamelia;47 Kamelia building, fl. 2;8000;Sunny Beach;bg;900039405;0;EUR;30;;;1;1;http://www.mishoteles.com/hotel/bg/apartment-kamelia.html;sunny-beach;Sunny Beach;1;1;;;;;;;;;;;;;;;;;
1936322;Malaga Center Apartment;Calle Amargura 52  bajo 2;29012;Málaga;es;-390787;0;EUR;51;;;1;1;http://www.mishoteles.com/hotel/es/malaga-center-apartment.html;malaga;Málaga;1;1;;;;;;;;;;;;;;;;;
2035965;Centralnaya Hotel;Lenina ulitsa, 122, floor 2;665268;Tulun;ru;-3022200;0;RUB;2300;;;23;1;http://www.mishoteles.com/hotel/ru/centralnaya-tulun.html;tulun;Tulun;1;1;;;;;;;;;;;;;;;;;
2004493;Lothrie House;1 Gow Crescent;KY1 1EY;Kirkcaldy;gb;-2600330;0;GBP;35;;;5;1;http://www.mishoteles.com/hotel/gb/lothrie-house.html;kirkcaldy-aireborough;Kirkcaldy;1;1;;;;;;;;;;;;;;;;;
2033642;Golden GaPa - Luxus Apartment;16A Dreitorspitzstraße;82467;Garmisch-Partenkirchen;de;-1774161;0;EUR;;;;1;1;http://www.mishoteles.com/hotel/de/golden-gapa-luxus-apartment.html;garmisch-partenkirchen;Garmisch-Partenkirchen;1;1;;;;;;;;;;;;;;;;;
1973475;Shorehead Seaside Cottages;3 Bridge Street;DD10 0LH;Gourdon;gb;-2597359;0;GBP;80;;;1;1;http://www.mishoteles.com/hotel/gb/shorehead-seaside-cottages.html;gourdon;Gourdon;1;1;;;;;;;;;;;;;;;;;
1966575;House Pangovski;18 Str.;8283;Kosti;bg;-835377;0;EUR;16;;;6;1;http://www.mishoteles.com/hotel/bg/house-pangovski.html;kosti;Kosti;1;1;;;;;;;;;;;;;;;;;
2017416;Hotel Goy Gol;Goygol Lake, Xanlar Area;AZ1000;Xanlar;az;-2709076;0;AZN;610;;;15;1;http://www.mishoteles.com/hotel/az/goy-gol.html;xanlar;Xanlar;1;1;;;;;;;;;;;;;;;;;
2044468;Fenice;2535, San Marco;30124;Venice;it;-132007;0;EUR;75;;;1;1;http://www.mishoteles.com/hotel/it/fenice-venice1.html;venice;Venice;1;1;;;;;;;;;;;;;;;;;
1975376;Holiday Home Blomstervangen II;;6840;Oksbøl;dk;-2748618;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-blomstervangen-ii-oksbol.html;oster-vrogum;Øster Vrøgum;1;1;;;;;;;;;;;;;;;;;
2013451;Mediterráneo Málaga Duplex;9 Calle Grama;29008;Málaga;es;-390787;0;EUR;54;;;1;1;http://www.mishoteles.com/hotel/es/mediterraneo-malaga-duplex.html;malaga;Málaga;1;1;;;;;;;;;;;;;;;;;
1983113;Sea and Marina view Apartment;15 Rua Praia da Saúde 1A;2900-633;Setúbal;pt;-2176724;0;EUR;42.5;;;1;1;http://www.mishoteles.com/hotel/pt/sea-and-marina-view-apartment.html;setubal;Setúbal;1;1;;;;;;;;;;;;;;;;;
1987070;Afalina Inn;ul. Portovoye Shosse, 3a;367000;Makhachkala;ru;-2950390;0;RUB;1500;;;6;1;http://www.mishoteles.com/hotel/ru/afalina-inn.html;makhachkala;Makhachkala;1;1;;;;;;;;;;;;;;;;;
1975259;Holiday Home Havørnen;;9280;Storvorde;dk;-2741315;0;DKK;;;;1;1;http://www.mishoteles.com/hotel/dk/holiday-home-havornen.html;egense;Egense;1;1;;;;;;;;;;;;;;;;;
2027529;Ubytování Mája;Spolí 52 37901 Třeboň;379 01;Libín;cz;-556817;0;EUR;16;;;7;1;http://www.mishoteles.com/hotel/cz/ubytovani-maja.html;trebon;Třeboň;1;1;;;;;;;;;;;;;;;;;
